id,timestamp,duration,data,app
124,2025-02-10 14:01:41.726000+00:00,5.933,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe - pip  install requests pandas matplotlib seaborn plotly torch torchvision scikit-learn'}",WindowsTerminal.exe
126,2025-02-10 14:01:41.726000+00:00,5.933,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe - pip  install requests pandas matplotlib seaborn plotly torch torchvision scikit-learn'}",WindowsTerminal.exe
104,2025-02-10 14:01:41.687000+00:00,5.972,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe - pip  install requests pandas matplotlib seaborn plotly torch torchvision scikit-learn'}",WindowsTerminal.exe
114,2025-02-10 14:01:41.687000+00:00,5.972,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe - pip  install requests pandas matplotlib seaborn plotly torch torchvision scikit-learn'}",WindowsTerminal.exe
115,2025-02-10 14:01:41.687000+00:00,5.972,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe - pip  install requests pandas matplotlib seaborn plotly torch torchvision scikit-learn'}",WindowsTerminal.exe
116,2025-02-10 14:01:41.687000+00:00,5.972,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe - pip  install requests pandas matplotlib seaborn plotly torch torchvision scikit-learn'}",WindowsTerminal.exe
118,2025-02-10 14:01:41.687000+00:00,5.972,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe - pip  install requests pandas matplotlib seaborn plotly torch torchvision scikit-learn'}",WindowsTerminal.exe
90,2025-02-10 14:01:41.457000+00:00,6.202,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe - pip  install requests pandas matplotlib seaborn plotly torch torchvision scikit-learn'}",WindowsTerminal.exe
92,2025-02-10 14:01:41.457000+00:00,6.202,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe - pip  install requests pandas matplotlib seaborn plotly torch torchvision scikit-learn'}",WindowsTerminal.exe
88,2025-02-10 13:58:47.343000+00:00,180.463,"{'app': 'WindowsTerminal.exe', 'title': 'C:\\Windows\\System32\\cmd.exe - pip  install requests pandas matplotlib seaborn plotly torch torchvision scikit-learn'}",WindowsTerminal.exe
